obs,lnprice,lnarea,lndcbd,dsubway,dpark,dele,popden,crimerate,district.id,year
510,8.366959571838379,9.862560272216797,9.898980140686035,7.346069812774658,7.105869770050049,6.613339900970459,1.4072500467300415,2.2583200931549072,5,6
976,7.260879993438721,6.537710189819336,9.9208402633667,6.962969779968262,6.456270217895508,5.639520168304443,1.4072500467300415,2.2583200931549072,5,0
305,6.578060150146484,10.323699951171875,9.707409858703613,7.181290149688721,7.9535698890686035,6.684030055999756,0.941241979598999,0,7,1
48,8.9413299560546875,8.893440246582031,9.766200065612793,6.573190212249756,7.469289779663086,7.090270042419434,0.941241979598999,0,7,3
544,5.768320083618164,7.567430019378662,9.684720039367676,7.079770088195801,8.051480293273926,5.945169925689697,0.941241979598999,0,7,4
1002,5.915619850158691,9.84391975402832,9.74485969543457,7.082930088043213,7.92710018157959,5.878789901733398,2.866569995880127,2.0847599506378174,8,0
1003,5.853960037231445,9.576390266418457,9.745380401611328,7.199329853057861,7.962470054626465,6.229100227355957,2.866569995880127,2.0847599506378174,8,0
191,7.044899940490723,10.482399940490723,9.75844955444336,7.141719818115234,7.862790107727051,6.091660022735596,2.866569995880127,2.0847599506378174,8,1
1004,7.223720073699951,10.23639965057373,9.704959869384766,7.639599800109863,8.267399787902832,7.16855001449585,2.866569995880127,2.0847599506378174,8,0
187,7.4612298011779785,9.159150123596191,9.715330123901367,7.57043981552124,8.21325969696045,7.114439964294434,2.866569995880127,2.0847599506378174,8,1
995,6.165329933166504,9.134650230407715,9.643409729003906,6.360020160675049,8.279410362243652,6.925020217895508,2.866569995880127,2.0847599506378174,8,0
640,9.651280403137207,11.315500259399414,9.718560218811035,6.648099899291992,7.968810081481934,6.000150203704834,2.866569995880127,2.0847599506378174,8,5
185,6.753359794616699,11.54640007019043,9.721369743347168,6.404319763183594,7.926750183105469,6.01485013961792,2.866569995880127,2.0847599506378174,8,1
186,6.757820129394531,9.884510040283203,9.7161102294921875,7.620610237121582,8.231780052185059,7.185939788818359,2.866569995880127,2.0847599506378174,8,1
542,6.814310073852539,8.549220085144043,9.638609886169434,7.181159973144531,8.373909950256348,6.38286018371582,2.866569995880127,2.0847599506378174,8,4
165,7.800489902496338,9.006389617919922,9.158820152282715,7.954750061035156,7.322329998016357,6.794569969177246,2.296760082244873,8.925809860229492,9,1
155,8.458769798278809,9.14783000946045,9.124349594116211,7.70242977142334,7.124619960784912,6.959310054779053,2.296760082244873,8.925809860229492,9,1
157,8.452670097351074,8.096170425415039,9.126520156860352,7.657670021057129,7.067540168762207,6.9889302253723145,2.296760082244873,8.925809860229492,9,1
79,8.56406021118164,5.2961602210998535,9.125809669494629,7.7766900062561035,7.201310157775879,6.8369598388671875,2.296760082244873,8.925809860229492,9,2
112,8.411250114440918,7.896920204162598,9.022850036621094,7.528979778289795,7.603569984436035,5.66579008102417,2.296760082244873,8.925809860229492,9,2
158,8.926980018615723,8.336870193481445,9.131839752197266,7.648950099945068,7.023009777069092,7.028679847717285,2.296760082244873,8.925809860229492,9,1
884,7.556779861450195,7.850110054016113,9.111860275268555,7.81620979309082,7.347350120544434,6.5800299644470215,2.296760082244873,8.925809860229492,9,0
1,8.638799667358398,10.971799850463867,9.038069725036621,7.387060165405273,7.507599830627441,5.61152982711792,2.296760082244873,8.925809860229492,9,3
164,7.531400203704834,10.017999649047852,9.012940406799316,7.728270053863525,7.649320125579834,5.8720197677612305,2.296760082244873,8.925809860229492,9,1
174,8.228830337524414,9.48069953918457,9.022930145263672,7.483459949493408,7.591819763183594,5.403039932250977,2.296760082244873,8.925809860229492,9,1
547,9.52908992767334,4.721799850463867,9.1878204345703125,8.13284969329834,7.563509941101074,6.355730056762695,2.296760082244873,8.925809860229492,9,4
156,8.25098991394043,8.969539642333984,9.131460189819336,7.77386999130249,7.165820121765137,6.885519981384277,2.296760082244873,8.925809860229492,9,1
3,8.1177396774292,9.878840446472168,8.802949905395508,6.761079788208008,5.5159101486206055,6.3704400062561035,2.625880002975464,2.2966198921203613,10,3
605,7.279150009155273,8.223799705505371,9.000969886779785,5.754059791564941,7.232580184936523,5.801630020141602,2.625880002975464,2.2966198921203613,10,5
137,8.002989768981934,9.200289726257324,8.87777042388916,6.875810146331787,5.62608003616333,5.895569801330566,2.625880002975464,2.2966198921203613,10,1
606,7.057079792022705,9.72113037109375,8.974590301513672,6.193089962005615,7.079840183258057,5.474979877471924,2.625880002975464,2.2966198921203613,10,5
41,9.08469009399414,8.681909561157227,8.506770133972168,4.630459785461426,7.441780090332031,5.96058988571167,1.393049955368042,2.6249001026153564,11,3
138,6.448939800262451,9.426790237426758,8.4481201171875,6.335219860076904,7.36761999130249,5.692349910736084,1.393049955368042,2.6249001026153564,11,1
621,7.875619888305664,3.941580057144165,8.316240310668945,5.639570236206055,7.063360214233398,5.596149921417236,1.393049955368042,2.6249001026153564,11,5
143,8.37007999420166,9.219989776611328,8.396780014038086,6.290160179138184,7.252339839935303,5.998509883880615,1.393049955368042,2.6249001026153564,11,1
147,9.511799812316895,8.1364898681640625,8.469240188598633,5.504169940948486,7.351180076599121,5.258790016174316,1.393049955368042,2.6249001026153564,11,1
148,6.998819828033447,11.86050033569336,8.523509979248047,5.433819770812988,7.321800231933594,5.916470050811768,1.393049955368042,2.6249001026153564,11,1
163,9.260869979858398,9.016340255737305,8.46737003326416,6.029409885406494,7.381959915161133,4.851319789886475,1.393049955368042,2.6249001026153564,11,1
170,8.804880142211914,6.915719985961914,8.888680458068848,7.317240238189697,6.856919765472412,5.698959827423096,2.8605399131774902,2.2255001068115234,12,1
169,8.099969863891602,8.476369857788086,8.891429901123047,7.313660144805908,6.8485798835754395,5.631430149078369,2.8605399131774902,2.2255001068115234,12,1
166,8.179739952087402,9.697389602661133,8.849010467529297,7.13385009765625,6.5726799964904785,6.097129821777344,2.8605399131774902,2.2255001068115234,12,1
4,7.906610012054443,9.85099983215332,8.83117961883545,6.634759902954102,5.834670066833496,5.392439842224121,2.8605399131774902,2.2255001068115234,12,3
168,7.549280166625977,8.287779808044434,8.873490333557129,7.22553014755249,6.7084197998046875,6.008220195770264,2.8605399131774902,2.2255001068115234,12,1
167,7.931369781494141,8.408269882202148,8.869629859924316,7.2351298332214355,6.73144006729126,6.075240135192871,2.8605399131774902,2.2255001068115234,12,1
171,8.218910217285156,12.810400009155273,8.938920021057129,7.5582499504089355,7.044439792633057,5.369019985198975,2.8605399131774902,2.2255001068115234,12,1
34,7.910470008850098,9.444000244140625,8.820759773254395,6.525100231170654,5.755760192871094,4.9345598220825195,2.8605399131774902,2.2255001068115234,12,3
177,7.765639781951904,10.115099906921387,8.697360038757324,5.923140048980713,6.251870155334473,4.407830238342285,2.1575400829315186,1.873610019683838,13,1
176,7.5515899658203125,9.885919570922852,8.600729942321777,7.193880081176758,6.480490207672119,6.284979820251465,2.1575400829315186,1.873610019683838,13,1
881,8.523090362548828,8.006369590759277,8.5326995849609375,7.012139797210693,6.910359859466553,6.383230209350586,2.1575400829315186,1.873610019683838,13,0
175,7.120960235595703,11.12399959564209,8.582940101623535,7.163080215454102,6.551060199737549,6.482789993286133,2.1575400829315186,1.873610019683838,13,1
880,7.6964898109436035,6.466070175170898,8.524930000305176,7.03941011428833,6.950399875640869,6.319260120391846,2.1575400829315186,1.873610019683838,13,0
172,7.936180114746094,8.757049560546875,8.558130264282227,6.796170234680176,7.010690212249756,6.280240058898926,2.1575400829315186,1.873610019683838,13,1
162,8.048700332641602,9.507329940795898,8.7110595703125,6.464849948883057,7.077710151672363,5.507760047912598,3.3668999671936035,4.345019817352295,14,1
882,8.040599822998047,8.575460433959961,8.48917007446289,7.141260147094727,7.146699905395508,5.780129909515381,2.71658992767334,2.189189910888672,15,0
128,5.58351993560791,10.482099533081055,8.48777961730957,7.54217004776001,7.177209854125977,5.931270122528076,2.71658992767334,2.189189910888672,15,1
129,8.186880111694336,9.61581039428711,8.546460151672363,7.517029762268066,7.042500019073486,6.467860221862793,2.71658992767334,2.189189910888672,15,1
883,7.356319904327393,9.65310001373291,8.46249008178711,7.231800079345703,7.21382999420166,5.781479835510254,2.71658992767334,2.189189910888672,15,0
616,7.396399974822998,7.636760234832764,8.44242000579834,7.481180191040039,7.1996002197265625,3.8582301139831543,2.71658992767334,2.189189910888672,15,5
742,7.653349876403809,9.084549903869629,8.541150093078613,7.616209983825684,7.17795991897583,6.6451897621154785,2.71658992767334,2.189189910888672,15,0
178,8.416179656982422,10.864299774169922,8.459050178527832,7.48036003112793,7.193009853363037,4.436429977416992,2.71658992767334,2.189189910888672,15,1
931,8.040590286254883,8.575460433959961,8.483030319213867,6.8649001121521,7.33480978012085,5.3288397789001465,2.71658992767334,2.189189910888672,15,0
2,6.689799785614014,7.922130107879639,8.891539573669434,7.3867998123168945,7.266250133514404,5.616089820861816,3.24849009513855,1.2709200382232666,16,3
152,7.406789779663086,8.516860008239746,8.936710357666016,7.5757598876953125,7.315360069274902,6.1289801597595215,3.24849009513855,1.2709200382232666,16,1
151,7.094610214233398,8.562970161437988,8.933500289916992,7.547309875488281,7.357329845428467,6.06141996383667,3.24849009513855,1.2709200382232666,16,1
153,8.088589668273926,9.430439949035645,8.9350004196167,7.594009876251221,7.259890079498291,6.164229869842529,3.24849009513855,1.2709200382232666,16,1
154,8.070850372314453,8.159819602966309,8.928839683532715,7.558279991149902,7.301249980926514,6.250319957733154,3.24849009513855,1.2709200382232666,16,1
173,8.175089836120605,9.005620002746582,8.285989761352539,6.5644001960754395,7.505249977111816,5.353549957275391,3.3268799781799316,3.4905600547790527,17,1
2587,6.130839824676514,9.47189998626709,9.698249816894531,7.420420169830322,8.957799911499023,8.57588005065918,0.13937999308109283,0.9061660170555115,19,0
2588,6.87962007522583,8.608750343322754,9.705559730529785,7.493780136108398,8.969980239868164,8.587200164794922,0.13937999308109283,0.9061660170555115,19,0
2592,5.736569881439209,11.562899589538574,9.67947006225586,7.844099998474121,8.880410194396973,8.390629768371582,0.13937999308109283,0.9061660170555115,19,0
2596,5.432079792022705,11.102700233459473,9.7158203125,7.308640003204346,9.00210952758789,8.648079872131348,0.13937999308109283,0.9061660170555115,19,0
491,5.397119998931885,11.280099868774414,9.745050430297852,7.464839935302734,9.035260200500488,8.650750160217285,0.13937999308109283,0.9061660170555115,19,1
2595,5.493350028991699,11.085000038146973,9.7224702835083,7.3213300704956055,9.014410018920898,8.6624603271484375,0.13937999308109283,0.9061660170555115,19,0
517,8.978320121765137,11.40530014038086,9.903420448303223,7.317130088806152,9.177020072937012,9.010549545288086,0.13937999308109283,0.9061660170555115,19,6
2591,5.3796000480651855,10.547300338745117,9.729900360107422,7.6574201583862305,9.012619972229004,8.633000373840332,0.13937999308109283,0.9061660170555115,19,0
493,5.5076398849487305,11.749099731445313,9.675990104675293,7.872280120849609,8.880880355834961,8.41012954711914,0.13937999308109283,0.9061660170555115,19,1
2585,6.511410236358643,9.007829666137695,9.704839706420898,7.448740005493164,8.970939636230469,8.592639923095703,0.13937999308109283,0.9061660170555115,19,0
2597,5.4098801612854,9.923830032348633,9.70242977142334,7.3145599365234375,8.972860336303711,8.606579780578613,0.13937999308109283,0.9061660170555115,19,0
2551,5.064929962158203,10.8774995803833,10.002799987792969,7.945559978485107,9.239709854125977,9.222729682922363,0.13937999308109283,0.9061660170555115,19,0
2593,5.49862003326416,10.673299789428711,9.724579811096191,7.520599842071533,8.981929779052734,8.553770065307617,0.13937999308109283,0.9061660170555115,19,0
2598,5.455729961395264,11.197699546813965,9.6668701171875,7.493919849395752,8.885080337524414,8.465880393981934,0.13937999308109283,0.9061660170555115,19,0
2552,5.508590221405029,11.387700080871582,9.990079879760742,7.838109970092773,9.213199615478516,9.194319725036621,0.13937999308109283,0.9061660170555115,19,0
495,5.777870178222656,10.540300369262695,9.686650276184082,7.45458984375,8.930310249328613,8.533160209655762,0.13937999308109283,0.9061660170555115,19,1
2554,6.318009853363037,7.424540042877197,9.979129791259766,7.731669902801514,9.180669784545898,9.168800354003906,0.13937999308109283,0.9061660170555115,19,0
496,5.634789943695068,8.781550407409668,9.976980209350586,7.710020065307617,9.173259735107422,9.163700103759766,0.13937999308109283,0.9061660170555115,19,2
2586,7.433599948883057,9.028450012207031,9.70421028137207,7.399799823760986,8.972270011901855,8.598790168762207,0.13937999308109283,0.9061660170555115,19,0
494,5.674369812011719,11.330100059509277,9.698010444641113,7.7277398109436035,8.939109802246094,8.517239570617676,0.13937999308109283,0.9061660170555115,19,1
2553,6.196040153503418,7.497270107269287,9.978150367736816,7.724269866943359,9.183170318603516,9.166910171508789,0.13937999308109283,0.9061660170555115,19,0
2590,7.138740062713623,6.684599876403809,9.714019775390625,7.603320121765137,8.958230018615723,8.515729904174805,0.13937999308109283,0.9061660170555115,19,0
492,5.0802998542785645,9.094840049743652,9.6913604736328125,7.77577018737793,8.91156005859375,8.449830055236816,0.13937999308109283,0.9061660170555115,19,1
2589,6.060569763183594,7.305520057678223,9.703439712524414,7.730219841003418,8.945340156555176,8.51593017578125,0.13937999308109283,0.9061660170555115,19,0
2599,5.272449970245361,9.867790222167969,9.6754302978515625,7.489830017089844,8.903829574584961,8.492219924926758,0.13937999308109283,0.9061660170555115,19,0
2547,7.650219917297363,7.74153995513916,9.972840309143066,7.306210041046143,9.07116985321045,9.154250144958496,0.214696004986763,0,20,0
2548,4.931940078735352,12.039999961853027,9.936869621276855,7.250999927520752,9.07748031616211,9.069560050964355,0.214696004986763,0,20,0
487,5.955359935760498,11.708900451660156,9.949790000915527,6.888539791107178,9.013669967651367,9.102129936218262,0.214696004986763,0,20,1
490,6.225220203399658,10.37600040435791,9.950770378112793,6.914169788360596,8.991849899291992,9.106630325317383,0.214696004986763,0,20,1
507,8.172309875488281,9.932029724121094,9.90073013305664,5.975749969482422,8.939729690551758,8.982190132141113,0.214696004986763,0,20,6
2550,5.768320083618164,11.329299926757813,9.943120002746582,6.723599910736084,8.989509582519531,9.087420463562012,0.214696004986763,0,20,0
514,8.245980262756348,11.08899974822998,9.908550262451172,6.858489990234375,9.002459526062012,9.000329971313477,0.214696004986763,0,20,6
486,5.498630046844482,11.406200408935547,9.964119911193848,7.171879768371582,9.052209854125977,9.134510040283203,0.214696004986763,0,20,1
2549,5.768320083618164,11.329299926757813,9.937000274658203,6.927680015563965,9.036140441894531,9.069640159606934,0.214696004986763,0,20,0
488,6.003680229187012,10.612799644470215,9.951379776000977,7.168169975280762,9.068920135498047,9.103429794311523,0.214696004986763,0,20,1
489,6.064919948577881,10.193599700927734,9.973320007324219,7.302919864654541,9.0658597946167,9.155759811401367,0.214696004986763,0,20,1
241,7.723100185394287,9.883279800415039,9.652950286865234,7.942689895629883,8.550379753112793,6.692009925842285,0.33164799213409424,33.35609817504883,22,1
203,6.446410179138184,9.592949867248535,9.493280410766602,7.826710224151611,8.022250175476074,6.483960151672363,0.33164799213409424,33.35609817504883,22,1
999,6.792759895324707,10.846599578857422,9.710639953613281,7.873109817504883,8.362509727478027,7.227350234985352,0.33164799213409424,33.35609817504883,22,0
1138,6.4120001792907715,9.6141996383667,9.550049781799316,8.202770233154297,8.279450416564941,6.931069850921631,0.33164799213409424,33.35609817504883,22,0
1131,7.17225980758667,6.551080226898193,9.573820114135742,7.550559997558594,8.348320007324219,6.282879829406738,0.33164799213409424,33.35609817504883,22,0
244,7.026549816131592,10.655900001525879,9.32112979888916,7.801929950714111,6.978089809417725,6.649580001831055,0.33164799213409424,33.35609817504883,22,1
609,8.882889747619629,11.426400184631348,9.755120277404785,8.498760223388672,8.7158203125,4.9398698806762695,0.33164799213409424,33.35609817504883,22,5
306,7.925690174102783,10.034600257873535,9.49586009979248,7.881259918212891,8.034709930419922,6.2790398597717285,0.33164799213409424,33.35609817504883,22,1
367,8.899840354919434,10.019399642944336,9.557600021362305,8.376399993896484,8.348759651184082,6.763030052185059,0.33164799213409424,33.35609817504883,22,1
238,7.1226701736450195,9.073780059814453,9.502750396728516,8.056050300598145,8.080360412597656,5.685959815979004,0.33164799213409424,33.35609817504883,22,1
1095,7.142270088195801,8.3256196975708,9.618470191955566,7.69488000869751,8.487130165100098,5.313300132751465,0.33164799213409424,33.35609817504883,22,0
252,6.467830181121826,9.250080108642578,9.648969650268555,8.64309024810791,8.62874984741211,6.688270092010498,0.33164799213409424,33.35609817504883,22,1
60,6.44543981552124,9.363320350646973,9.75529956817627,8.655679702758789,8.76261043548584,6.902480125427246,0.33164799213409424,33.35609817504883,22,3
254,6.689720153808594,9.752659797668457,9.738579750061035,7.807919979095459,8.262929916381836,7.161570072174072,0.33164799213409424,33.35609817504883,22,1
246,6.023930072784424,11.134900093078613,9.673100471496582,8.14507007598877,8.608139991760254,5.242710113525391,0.33164799213409424,33.35609817504883,22,1
1142,7.879059791564941,9.062620162963867,9.387539863586426,8.41176986694336,7.974880218505859,6.8965301513671875,0.33164799213409424,33.35609817504883,22,0
255,6.829110145568848,7.48484992980957,9.3403902053833,8.2361297607421875,7.671649932861328,5.588109970092773,0.33164799213409424,33.35609817504883,22,1
182,7.169899940490723,10.894100189208984,9.672329902648926,7.401790142059326,8.30208969116211,6.7990899085998535,0.33164799213409424,33.35609817504883,22,1
261,7.70265007019043,9.698309898376465,9.490659713745117,8.073419570922852,8.033519744873047,5.001959800720215,0.33164799213409424,33.35609817504883,22,1
210,6.492129802703857,10.799500465393066,9.561849594116211,8.290559768676758,8.3363800048828125,6.978059768676758,0.33164799213409424,33.35609817504883,22,1
1130,8.413410186767578,8.528770446777344,9.567689895629883,7.982530117034912,8.314120292663574,6.576109886169434,0.33164799213409424,33.35609817504883,22,0
1116,5.963170051574707,10.327300071716309,9.64188003540039,8.013910293579102,8.551520347595215,6.526730060577393,0.33164799213409424,33.35609817504883,22,0
207,6.383120059967041,10.071999549865723,9.467479705810547,8.072919845581055,7.945240020751953,5.651010036468506,0.33164799213409424,33.35609817504883,22,1
227,5.6490797996521,9.975810050964355,9.766639709472656,8.041589736938477,8.340310096740723,6.359370231628418,0.33164799213409424,33.35609817504883,22,1
240,5.862730026245117,10.452799797058105,9.661540031433105,8.75568962097168,8.498209953308105,7.116089820861816,0.33164799213409424,33.35609817504883,22,1
1115,6.375140190124512,9.999420166015625,9.693920135498047,8.476019859313965,8.726420402526855,6.432720184326172,0.33164799213409424,33.35609817504883,22,0
245,7.137730121612549,9.058719635009766,9.487070083618164,8.03905963897705,8.012029647827148,4.566359996795654,0.33164799213409424,33.35609817504883,22,1
243,5.864789962768555,9.657560348510742,9.478790283203125,7.754899978637695,7.9585700035095215,6.7037200927734375,0.33164799213409424,33.35609817504883,22,1
608,9.667200088500977,9.302260398864746,9.698100090026855,8.558039665222168,8.750359535217285,6.22052001953125,0.33164799213409424,33.35609817504883,22,5
519,8.04382038116455,10.604000091552734,9.390689849853516,8.227459907531738,7.764200210571289,6.421919822692871,0.33164799213409424,33.35609817504883,22,6
228,6.465819835662842,10.492899894714355,9.364930152893066,8.261540412902832,7.74370002746582,5.9689202308654785,0.33164799213409424,33.35609817504883,22,1
1109,6.559869766235352,7.439789772033691,9.295980453491211,8.315030097961426,7.762360095977783,6.606619834899902,0.39050400257110596,10.275899887084961,23,0
1114,7.151450157165527,9.134699821472168,9.259200096130371,7.899660110473633,6.870800018310547,6.37244987487793,0.39050400257110596,10.275899887084961,23,0
159,8.103890419006348,9.773079872131348,9.157380104064941,7.569799900054932,6.721089839935303,6.834290027618408,0.39050400257110596,10.275899887084961,23,1
1137,6.994080066680908,10.06309986114502,9.16016960144043,8.132019996643066,7.525030136108398,5.0722198486328125,0.39050400257110596,10.275899887084961,23,0
215,7.170450210571289,9.902449607849121,9.206089973449707,8.250329971313477,7.744329929351807,6.288589954376221,0.39050400257110596,10.275899887084961,23,1
161,8.54520034790039,7.889979839324951,9.16720962524414,7.538300037384033,6.570040225982666,6.727139949798584,0.39050400257110596,10.275899887084961,23,1
1108,6.25029993057251,7.421559810638428,9.298319816589355,8.317359924316406,7.76731014251709,6.611110210418701,0.39050400257110596,10.275899887084961,23,0
1110,6.803569793701172,11.08810043334961,9.226320266723633,7.81151008605957,6.65900993347168,6.223830223083496,0.39050400257110596,10.275899887084961,23,0
212,8.038660049438477,11.286199569702148,9.097760200500488,7.780920028686523,6.968090057373047,6.716000080108643,0.39050400257110596,10.275899887084961,23,1
61,6.7896599769592285,9.130049705505371,9.254229545593262,8.169569969177246,7.855470180511475,6.103030204772949,0.39050400257110596,10.275899887084961,23,3
1112,7.457119941711426,10.031000137329102,9.261059761047363,7.823850154876709,6.662839889526367,5.973490238189697,0.39050400257110596,10.275899887084961,23,0
211,7.2724199295043945,7.845699787139893,9.093170166015625,7.825479984283447,6.954370021820068,6.6714301109313965,0.39050400257110596,10.275899887084961,23,1
1104,8.869339942932129,8.159440040588379,9.064499855041504,7.5958099365234375,6.6960601806640625,6.534369945526123,0.39050400257110596,10.275899887084961,23,0
160,7.768710136413574,10.376500129699707,9.153209686279297,7.493750095367432,6.6994500160217285,6.80757999420166,0.39050400257110596,10.275899887084961,23,1
236,7.080019950866699,10.53219985961914,9.219860076904297,8.14369010925293,7.718410015106201,5.021560192108154,0.39050400257110596,10.275899887084961,23,1
1123,7.588240146636963,8.335020065307617,9.323929786682129,8.389989852905273,8.124059677124023,6.416100025177002,0.39050400257110596,10.275899887084961,23,0
213,7.202710151672363,10.924400329589844,9.075440406799316,7.588399887084961,6.863070011138916,6.2217698097229,0.39050400257110596,10.275899887084961,23,1
1113,7.250380039215088,8.82133960723877,9.25944995880127,7.872159957885742,6.796410083770752,6.240009784698486,0.39050400257110596,10.275899887084961,23,0
63,7.045129776000977,8.072150230407715,9.1112699508667,8.045889854431152,7.318659782409668,6.2233099937438965,0.39050400257110596,10.275899887084961,23,3
1107,6.867640018463135,8.726969718933105,9.304240226745605,8.322979927062988,7.779469966888428,6.625339984893799,0.39050400257110596,10.275899887084961,23,0
569,9.213170051574707,11.240900039672852,9.242480278015137,6.362820148468018,8.359580039978027,7.377570152282715,0.9013130068778992,8.503049850463867,24,4
1102,7.288070201873779,9.02003002166748,9.047089576721191,6.286479949951172,7.9741902351379395,6.017029762268066,0.9013130068778992,8.503049850463867,24,0
570,7.010119915008545,8.100319862365723,9.058770179748535,5.418169975280762,7.9277801513671875,6.02800989151001,0.9013130068778992,8.503049850463867,24,4
258,7.197909832000732,9.83102035522461,9.09844970703125,6.685939788818359,8.147950172424316,6.6342902183532715,0.9013130068778992,8.503049850463867,24,1
1143,6.777100086212158,9.721610069274902,9.173669815063477,6.994760036468506,8.364970207214355,7.07712984085083,0.9013130068778992,8.503049850463867,24,0
192,7.102049827575684,9.830269813537598,8.971650123596191,6.681990146636963,7.743919849395752,5.942409992218018,0.9013130068778992,8.503049850463867,24,1
24,6.832310199737549,7.017469882965088,8.974510192871094,6.518099784851074,7.726600170135498,5.765120029449463,0.9013130068778992,8.503049850463867,24,3
193,6.5726399421691895,9.853799819946289,8.983570098876953,6.686659812927246,7.784609794616699,5.766059875488281,0.9013130068778992,8.503049850463867,24,1
1094,7.95589017868042,8.794819831848145,9.056480407714844,6.090219974517822,7.9901299476623535,6.071589946746826,0.9013130068778992,8.503049850463867,24,0
1063,7.471570014953613,8.124939918518066,9.116789817810059,6.225339889526367,7.906980037689209,6.9405598640441895,0.9013130068778992,8.503049850463867,24,0
194,6.955580234527588,8.975549697875977,8.992600440979004,6.721670150756836,7.81820011138916,5.707389831542969,0.9013130068778992,8.503049850463867,24,1
614,6.2728800773620605,8.699589729309082,9.131250381469727,7.311180114746094,7.553989887237549,6.472529888153076,1.7820700407028198,4.249839782714844,25,5
1111,7.5447998046875,8.186440467834473,8.934329986572266,6.670370101928711,6.78587007522583,5.8902997970581055,1.7820700407028198,4.249839782714844,25,0
885,8.645079612731934,8.425080299377441,8.972330093383789,6.6841301918029785,7.111539840698242,6.20550012588501,1.7820700407028198,4.249839782714844,25,0
584,6.644790172576904,8.423370361328125,9.450079917907715,8.367600440979004,9.03734016418457,7.508299827575684,1.3171700239181519,0.20142599940299988,26,4
1119,5.829360008239746,9.438030242919922,9.28104019165039,8.029069900512695,8.769840240478516,7.669119834899902,0.8525540232658386,0.8838220238685608,27,0
1120,5.62746000289917,10.065199851989746,9.283929824829102,7.981410026550293,8.762709617614746,7.678110122680664,0.8525540232658386,0.8838220238685608,27,0
1121,5.532830238342285,10.617199897766113,9.297459602355957,8.042389869689941,8.794219970703125,7.697500228881836,0.8525540232658386,0.8838220238685608,27,0
1737,8.452910423278809,8.219329833984375,9.462550163269043,6.590240001678467,7.7898101806640625,7.045040130615234,1.7960000038146973,1.4848899841308594,30,0
1735,8.497369766235352,9.560290336608887,9.473750114440918,6.359799861907959,7.8495402336120605,6.960370063781738,1.7960000038146973,1.4848899841308594,30,0
1736,8.232020378112793,8.80955982208252,9.467109680175781,6.491429805755615,7.818960189819336,6.985909938812256,1.7960000038146973,1.4848899841308594,30,0
531,7.135809898376465,10.095800399780273,9.58491039276123,7.237679958343506,8.394309997558594,5.800169944763184,1.7960000038146973,1.4848899841308594,30,4
1788,7.119649887084961,10.67199993133545,9.510519981384277,6.998119831085205,8.157790184020996,5.607369899749756,1.7960000038146973,1.4848899841308594,30,0
299,7.969279766082764,9.464980125427246,9.502120018005371,5.237060070037842,7.990630149841309,6.775519847869873,1.7960000038146973,1.4848899841308594,30,1
1733,7.198599815368652,11.179499626159668,9.444450378417969,7.251029968261719,7.589379787445068,7.096859931945801,1.7960000038146973,1.4848899841308594,30,0
318,5.386529922485352,7.915349960327148,9.51688003540039,7.131269931793213,8.169039726257324,6.102409839630127,1.7960000038146973,1.4848899841308594,30,1
